close	open	ctc	otc	cto	oto	date	wkday	d1	d2	d3	d4	d5
13.41	14.05	-0.022124796	-0.046621698	0.024496902	0.012173441	2014430	4	0	0	1	0	0
13.71	13.88	-0.01878668	-0.012323462	-0.006463218	-0.027710476	2014429	3	0	1	0	0	0
13.97	14.27	-0.006421713	-0.021247258	0.014825545	0.024114644	2014428	2	1	0	0	0	0
14.06	13.93	0.054067221	0.009289099	0.044778123	0.04177962	2014425	6	0	0	0	0	1
13.32	13.36	0.003760817	-0.002998503	0.00675932	0.000748783	2014424	5	0	0	0	1	0
13.27	13.35	0.006046882	-0.006010537	0.012057418	0.016616697	2014423	4	0	0	1	0	0
13.19	13.13	-0.004538586	0.004559278	-0.009097864	-0.071275109	2014422	3	0	1	0	0	0
13.25	14.1	-0.008267616	-0.062177245	0.053909629	0.000709471	2014421	2	1	0	0	0	0
13.36	14.09	-0.059567353	-0.053200158	-0.006367195	-0.055224521	2014417	5	0	0	0	1	0
14.18	14.89	-0.096079213	-0.048857326	-0.047221888	-0.080610816	2014416	4	0	0	1	0	0
15.61	16.14	-0.031528463	-0.033388928	0.001860466	0	2014415	3	0	1	0	0	0
16.11	16.14	-0.055536297	-0.001860466	-0.053675832	-0.031709974	2014414	2	1	0	0	0	0
17.03	16.66	0.069286514	0.021965858	0.047320656	0.1753829	2014411	6	0	0	0	0	1
15.89	13.98	0.139573162	0.128062244	0.011510918	-0.04202299	2014410	5	0	0	0	1	0
13.82	14.58	-0.074573028	-0.053533908	-0.02103912	-0.066978956	2014409	4	0	0	1	0	0
14.89	15.59	-0.044656139	-0.045939836	0.001283697	0.041249711	2014408	3	0	1	0	0	0
15.57	14.96	0.109149889	0.039966013	0.069183875	0.149704252	2014407	2	1	0	0	0	0
13.96	12.88	0.043182706	0.080520377	-0.03733767	-0.010810916	2014404	6	0	0	0	0	1
13.37	13.02	0.021164811	0.026526754	-0.005361943	-0.011454879	2014403	5	0	0	0	1	0
13.09	13.17	-0.00076365	-0.006092936	0.005329286	-0.019549495	2014402	4	0	0	1	0	0
13.1	13.43	-0.057836725	-0.02487878	-0.032957945	-0.032957945	2014401	3	0	1	0	0	0
13.88	13.88	-0.037473455	0	-0.037473455	-0.019265669	2014331	2	1	0	0	0	0
14.41	14.15	-0.014468044	0.018207786	-0.03267583	-0.058335577	2014328	6	0	0	0	0	1
14.62	15	-0.020982157	-0.025659747	0.00467759	0.095043549	2014327	5	0	0	0	1	0
14.93	13.64	0.06288773	0.090365959	-0.027478229	-0.037414436	2014326	4	0	0	1	0	0
14.02	14.16	-0.073547391	-0.009936207	-0.063611185	-0.037426406	2014325	3	0	1	0	0	0
15.09	14.7	0.005982072	0.026184779	-0.020202707	0.051651396	2014324	2	1	0	0	0	0
15	13.96	0.032523192	0.071854104	-0.039330912	-0.109791943	2014321	6	0	0	0	0	1
14.52	15.58	-0.040491361	-0.070461031	0.02996967	0.067709998	2014320	5	0	0	0	1	0
15.12	14.56	0.040491361	0.037740328	0.002751033	-0.057387325	2014319	4	0	0	1	0	0
14.52	15.42	-0.074304726	-0.060138359	-0.014166367	-0.061006025	2014318	3	0	1	0	0	0
15.64	16.39	-0.130489687	-0.046839658	-0.083650029	-0.021129672	2014317	2	1	0	0	0	0
17.82	16.74	0.094076373	0.062520357	0.031556016	0.158941108	2014314	6	0	0	0	0	1
16.22	14.28	0.114167508	0.127385092	-0.013217584	-0.073557601	2014313	5	0	0	0	1	0
14.47	15.37	-0.02254964	-0.060340017	0.037790377	0.077768133	2014312	4	0	0	1	0	0
14.8	14.22	0.041385216	0.039977756	0.00140746	-0.037271395	2014311	3	0	1	0	0	0
14.2	14.76	0.006358199	-0.038678855	0.045037053	0.088490667	2014310	2	1	0	0	0	0
14.11	13.51	-0.007062176	0.043453614	-0.05051579	-0.022686666	2014307	6	0	0	0	0	1
14.21	13.82	0.022776785	0.027829124	-0.005052338	-0.022183378	2014306	5	0	0	0	1	0
13.89	14.13	-0.015005641	-0.01713104	0.002125399	-0.027915281	2014305	4	0	0	1	0	0
14.1	14.53	-0.126413925	-0.03004068	-0.096373245	-0.125325067	2014304	3	0	1	0	0	0
16	16.47	0.133531393	-0.028951822	0.162483215	0.14689112	2014303	2	1	0	0	0	0
14	14.22	-0.002853069	-0.015592095	0.012739026	-0.023628618	2014228	6	0	0	0	0	1
14.04	14.56	-0.021839544	-0.036367644	0.014528101	0.051437897	2014227	5	0	0	0	1	0
14.35	13.83	0.048546291	0.036909797	0.011636495	-0.024286908	2014226	4	0	0	1	0	0
13.67	14.17	-0.040148761	-0.035923403	-0.004225358	-0.045525102	2014225	3	0	1	0	0	0
14.23	14.83	-0.031133611	-0.041299744	0.010166133	0.006087269	2014224	2	1	0	0	0	0
14.68	14.74	-0.007465254	-0.004078864	-0.00338639	-0.035979897	2014221	6	0	0	0	0	1
14.79	15.28	-0.046888747	-0.032593507	-0.01429524	0.028544918	2014220	5	0	0	0	1	0
15.5	14.85	0.11111179	0.042840159	0.068271631	0.062520357	2014219	4	0	0	1	0	0
13.87	13.95	0.02186676	-0.005751274	0.027618034	-0.018466434	2014218	3	0	1	0	0	0
13.57	14.21	-0.041146187	-0.046084468	0.004938282	-0.069977608	2014214	6	0	0	0	0	1
14.14	15.24	-0.011251877	-0.07491589	0.063664013	0.062964957	2014213	5	0	0	0	1	0
14.3	14.31	-0.01457853	-0.000699056	-0.013879473	-0.066240426	2014212	4	0	0	1	0	0
14.51	15.29	-0.050396959	-0.052360953	0.001963994	-0.021993124	2014211	3	0	1	0	0	0
15.26	15.63	-0.001963994	-0.023957119	0.021993124	-0.032727905	2014210	2	1	0	0	0	0
15.29	16.15	-0.119453031	-0.05472103	-0.064732001	-0.167244588	2014207	6	0	0	0	0	1
17.23	19.09	-0.146577093	-0.102512587	-0.044064506	-0.025854594	2014206	5	0	0	0	1	0
19.95	19.59	0.043017385	0.018209911	0.024807474	-0.020212917	2014205	4	0	0	1	0	0
19.11	19.99	-0.115046578	-0.04502039	-0.070026188	0.073684773	2014204	3	0	1	0	0	0
21.44	18.57	0.152364341	0.143710961	0.00865338	-0.007510765	2014203	2	1	0	0	0	0
18.41	18.71	0.062765696	-0.016164145	0.078929841	0.133607749	2014131	6	0	0	0	0	1
17.29	16.37	-0.003464207	0.054677908	-0.058142115	-0.092139724	2014130	5	0	0	0	1	0
17.35	17.95	0.093582566	-0.033997609	0.127580175	0.038619223	2014129	4	0	0	1	0	0
15.8	17.27	-0.097609031	-0.088960952	-0.008648079	-0.001157408	2014128	3	0	1	0	0	0
17.42	17.29	-0.040500473	0.007490672	-0.047991145	0.145417	2014127	2	1	0	0	0	0
18.14	14.95	0.275627132	0.193408145	0.082218987	0.089507649	2014124	6	0	0	0	0	1
13.77	13.67	0.069927014	0.007288662	0.062638352	0.083890628	2014123	5	0	0	0	1	0
12.84	12.57	-0.002333723	0.021252276	-0.023585999	-0.004761914	2014122	4	0	0	1	0	0
12.87	12.63	0.033981934	0.018824085	0.015157849	0.023228918	2014121	3	0	1	0	0	0
12.44	12.34	-0.007208682	0.008071069	-0.01527975	0.00162206	2014117	6	0	0	0	0	1
12.53	12.32	0.020153846	0.016901811	0.003252035	0.013894788	2014116	5	0	0	0	1	0
12.28	12.15	0	0.010642753	-0.010642753	-0.059122647	2014115	4	0	0	1	0	0
12.28	12.89	-0.078287221	-0.048479894	-0.029807327	0.056656555	2014114	3	0	1	0	0	0
13.28	12.18	0.089753358	0.086463882	0.003289477	-0.033901552	2014113	2	1	0	0	0	0
12.14	12.6	-0.059946031	-0.037191028	-0.022755003	-0.018089365	2014110	6	0	0	0	0	1
12.89	12.83	0.001552795	0.004665638	-0.003112843	-0.016235378	2014109	5	0	0	0	1	0
12.87	13.04	-0.003877477	-0.013122535	0.009245058	0.051939289	2014108	4	0	0	1	0	0
12.92	12.38	-0.047610049	0.042694231	-0.09030428	-0.07991843	2014107	3	0	1	0	0	0
13.55	13.41	-0.015379285	0.01038585	-0.025765135	-0.047333189	2014106	2	1	0	0	0	0
13.76	14.06	-0.03358658	-0.021568054	-0.012018526	-0.018323275	2014103	6	0	0	0	0	1
14.23	14.32	0.03649779	-0.006304749	0.042802539	0.064166151	2014102	5	0	0	0	1	0
13.72	13.43	0.01173034	0.021363612	-0.009633272	0.042591989	2014231	3	0	1	0	0	0
13.56	12.87	0.084600769	0.052225261	0.032375508	0.052643733	2014230	2	1	0	0	0	0
12.46	12.21	0.010488196	0.020268225	-0.009780029	-0.021872075	2014227	6	0	0	0	0	1
12.33	12.48	-0.012092046	-0.012092046	0	-0.029216448	2014226	5	0	0	0	1	0
12.48	12.85	-0.043894194	-0.029216448	-0.014677745	-0.03966958	2014224	3	0	1	0	0	0
13.04	13.37	-0.055922135	-0.024991835	-0.030930301	-0.017791426	2014223	2	1	0	0	0	0
13.79	13.61	-0.025770932	0.013138875	-0.038909807	0.001470589	2014220	6	0	0	0	0	1
14.15	13.59	0.025046032	0.040380396	-0.015334364	-0.160124601	2014219	5	0	0	0	1	0
13.8	15.95	-0.160959744	-0.144790237	-0.016169507	-0.005626773	2014218	4	0	0	1	0	0
16.21	16.04	0.011166369	0.010542733	0.000623636	0.025253867	2014217	3	0	1	0	0	0
16.03	15.64	0.016986882	0.024630232	-0.007643349	0.030511942	2014216	2	1	0	0	0	0
15.76	15.17	0.014057739	0.038155291	-0.024097552	-0.017641751	2014213	6	0	0	0	0	1
15.54	15.44	0.007751977	0.0064558	0.001296176	0.099333808	2014212	5	0	0	0	1	0
15.42	13.98	0.103057362	0.098037631	0.005019731	-0.011379924	2014211	4	0	0	1	0	0
13.91	14.14	0.030659336	-0.016399655	0.04705899	0.012095487	2014210	3	0	1	0	0	0
13.49	13.97	-0.021995022	-0.034963503	0.012968481	0	2014209	2	1	0	0	0	0
13.79	13.97	-0.089425671	-0.012968481	-0.076457189	-0.059065447	2014206	6	0	0	0	0	1
15.08	14.82	0.025521869	0.017391743	0.008130126	-0.014070584	2014205	5	0	0	0	1	0
14.7	15.03	0.0102565	-0.02220071	0.03245721	0.019483317	2014204	4	0	0	1	0	0
14.55	14.74	0.022238582	-0.012973893	0.035212475	0.057956881	2014203	3	0	1	0	0	0
14.23	13.91	0.037956579	0.022744406	0.015212173	0.063053882	2014202	2	1	0	0	0	0
13.7	13.06	0.053986122	0.047841709	0.006144413	0.019328008	2014129	6	0	0	0	0	1
12.98	12.81	0.013183595	0.013183595	0	-0.002339182	2014127	4	0	0	1	0	0
12.81	12.84	0.0015625	-0.002339182	0.003901683	0.022844633	2014126	3	0	1	0	0	0
12.79	12.55	0.042321685	0.01894295	0.023378735	-0.011093616	2014125	2	1	0	0	0	0
12.26	12.69	-0.032105486	-0.034472351	0.002366865	-0.031034298	2014122	6	0	0	0	0	1
12.66	13.09	-0.05680729	-0.033401163	-0.023406127	-0.035275703	2014121	5	0	0	0	1	0
13.4	13.56	0.000746547	-0.011869576	0.012616123	0.039869891	2014120	4	0	0	1	0	0
13.39	13.03	0.021895929	0.027253769	-0.005357839	0.048751792	2014119	3	0	1	0	0	0
13.1	12.41	0.071996287	0.054109631	0.017886656	0.023645619	2014118	2	1	0	0	0	0
12.19	12.12	-0.014658243	0.005758963	-0.020417206	-0.05458819	2014115	6	0	0	0	0	1
12.37	12.8	-0.012053179	-0.034170985	0.022117805	-0.042071214	2014114	5	0	0	0	1	0
12.52	13.35	-0.023679086	-0.064189019	0.040509933	0.042071214	2014113	4	0	0	1	0	0
12.82	12.8	0.022880683	0.001561281	0.021319402	-0.00389864	2014112	3	0	1	0	0	0
12.53	12.85	-0.029101542	-0.025218042	-0.0038835	-0.068422021	2014111	2	1	0	0	0	0
12.9	13.76	-0.075380695	-0.064538521	-0.010842173	0.057586002	2014108	6	0	0	0	0	1
13.91	12.99	0.093371012	0.068428175	0.024942836	-0.001538462	2014107	5	0	0	0	1	0
12.67	13.01	-0.046268854	-0.026481298	-0.019787556	-0.016012542	2014106	4	0	0	1	0	0
13.27	13.22	0.025955656	0.003775014	0.022180642	-0.00978555	2014105	3	0	1	0	0	0
12.93	13.35	-0.026708951	-0.031966192	0.005257241	-0.008205939	2014104	2	1	0	0	0	0
